Name,Ticker,"Sub-Sector","Market Cap","Percentage Upside","Percentage Buy Reco’s","Price to Intrinsic Value Rank","Price Momentum Rank","Earnings Quality Rank","Value Momentum Rank","Fundamental Score","Basis","Rollover Cost","Fair Value","Highest Put OI Strike","Future Open Interest","Percentage Rollover","Call Open Interest","Fair Value Spread","1D Change in Put OI","1W Change in Future Volume","Highest 1W OI Change PE Strike","Put Call Ratio","1 D Change in Call OI","Put Open Interest","Highest 1D OI Change PE Strike","Future Volume","Calendar Spread","1W Change in Put OI","Highest 1D OI Change CE Strike","Highest 1W OI Change CE Strike","Highest Call OI Strike","1D Change in Future OI","% Price above 1M SMA","Beta","% Price above 1M EMA","1W Change in On Balance Volume","Relative Volume","Super Trend","Alpha","ADX Rating – Trend Strength","Volatility","Stochastic %K","William %R","RSI – 14D","Stochastic %D"
Astrazeneca Pharma India Ltd,ASTRAZEN,"Pharmaceuticals","10661",,"100","1","81","96","22","5.326",,,,,,,,,,,,,,,,,,,,,,,"-0.9238725745876","0.585248949103468","0.5871029471062883","-2.8506145654259463","0.2510512931741436","4073.4678571428567","52.0312219679945","32.6582993698697","58.574355593593395","19.359430604982077","-80.64056939501792","44.8309447613746","23.00501807894396"
City Union Bank Ltd,CUB,"Private Banks","10607.131499835","6.271084337349399","66.6666666666667","61","17","51","35","8.042857142857143",,,,,,,,,,,,,,,,,,,,,,,"1.6793190706234","1.09627246145721","1.206028430053574","-5.761312777310611","0.5542784243193151","136.57142857142856","-3.0768556285406","23.0518678424142","54.158493116694096","52.731591448931134","-47.268408551068866","66.5546218487395","46.7438638163104"
Castrol India Ltd,CASTROLIND,"Commodity Chemicals","10588.55512072","39.106232023010534","70","74","38","95","45","6.01",,,,,,,,,,,,,,,,,,,,,,,"-2.7613770551367","1.01870591918721","-3.181583495174445","-7.368822994751184","0.8888948458794822","113.42142857142856","-19.7028676135516","42.8629418295294","45.0433366849184","32.79569892473116","-67.20430107526883","40.1408450704225","13.694932171861481"
Gujarat State Petronet Ltd,GSPL,"Gas Distribution","10570.302681195","44.33215930642102","90","86","35","87","81","6.633333333333333",,,,,,,,,,,,,,,,,,,,,,,"-4.5253019415991","0.774912202938614","-3.767865611778054","-3.363297299305955","0.5198019265608957","202.58214285714286","-4.63918016691055","28.3654147398934","42.6855361289781","30.521472392638003","-69.478527607362","42.72030651341","19.376278118609395"
JSW Energy Ltd,JSWENERGY,"Power Generation","10475.33677608","6.271844660194183","93.3333333333333","84","3","57","56","3.7944444444444447",,,,,,,,,,,,,,,,,,,,,,,"10.1234141710538","1.19059516678767","9.287887860574262","22.13619281561042","0.9568523458302337","55.824999999999996","-7.97128811040039","26.5542963761638","46.3386677002023","82.88288288288284","-17.117117117117168","70.1030927835051","78.64557470856681"
Prestige Estates Projects Ltd,PRESTIGE,"Real Estate","10438.437470159999","12.472272635612022","94.7368421052632","40","18","44","22","4.248780487804878",,,,,,,,,,,,,,,,,,,,,,,"3.8132636992444997","1.49639493884894","3.1895582203944617","0.04827888142032259","0.5719485565324085","234.88928571428576","0.971182198894034","21.9717644402332","75.1550805128415","79.9999999999999","-20.0000000000001","61.142061281337","70.25332691999351"
Federal Bank Ltd,FEDERALBNK,"Private Banks","10410.19472394","23.53140096618358","78.7878787878788","94","8","49","77","6.582857142857144","0.04999999999999716","0.5741626794258319","52.272434209445244","50","75106000","4.23710678365076","38114000","-0.02243420944524388","13.964950711938659","1.0883471259226125","50","0.4640945584299732","0.2018225676762262","17688500","52","79364500","0.29999999999999716","36.19109947643979","61","55","55","-0.7859869750729831","3.1416716064019004","1.52299741023441","0.9992119450769055","-1.3216149566672395","0.8304459364452531","53.49285714285714","-31.4501858325271","34.026970204176","62.99940723406821","67.20000000000005","-32.799999999999955","68.4426229508197","74.56572504708099"
CreditAccess Grameen Ltd,CREDITACC,"Consumer Finance","10377.198164305","10.428213073631403","100","50","40","2","68","7.631999999999999",,,,,,,,,,,,,,,,,,,,,,,"-5.9555386474195995",,"-4.806487233552826","-5.487625813006409","0.6276067128595232","661.5428571428572","37.4639332111168","36.141033659337","60.7991943081019","8.869814020028675","-91.13018597997133","40.013162224416","9.802965859326743"
Navin Fluorine International Ltd,NAVINFLUOR,"Specialty Chemicals","10147.357264499999","-5.0537311940820775","57.142857142857096","25","99","49","32","7.146052631578947",,,,,,,,,,,,,,,,,,,,,,,"0.1362697261418","1.09589462936451","0.5189299347915233","0.7441781433873336","0.5350418001034365","1913.0892857142856","34.9370975129516","18.3110847618135","54.962053095906604","30.852086939796063","-69.14791306020393","52.2889289701967","22.787689477747378"
Godrej Agrovet Ltd,GODREJAGRO,"Agro Products","10103.78048652","-4.861934020228763","60","38","41","33","53","5.054545454545454",,,,,,,,,,,,,,,,,,,,,,,"1.6811554984271",,"1.401863982448348","-2.664631774446478","0.6827293784380547","487.5571428571429","-5.71830924501569","27.0022096236291","46.6489779837949","53.711340206185476","-46.28865979381453","72.3735408560311","65.03189546456044"
Deepak Nitrite Ltd,DEEPAKNTR,"Commodity Chemicals","9799.83999585","-4.518207475734836","100","63","98","71","83","4.157272727272728",,,,,,,,,,,,,,,,,,,,,,,"-9.424400574843","1.14457215937697","-6.531190681282117","-1.990910610294491","0.5631777021787245","816.4321428571428","39.9199347066347","37.4494460735391","61.244977542101395","7.498197548666173","-92.50180245133383","29.717791411043","11.672473511770425"
Phoenix Mills Ltd,PHOENIXLTD,"Real Estate","9703.55995452","29.27788333481311","94.4444444444444","27","3","36","3","5.722222222222221",,,,,,,,,,,,,,,,,,,,,,,"-2.3256416792317","1.00497078529015","-3.1806122756378175","-1.7537876013642417","0.5759673484988667","617.8464285714285","0.541963368368797","30.1856988894005","56.40892875924381","18.89081455805907","-81.10918544194094","55.0802139037434","29.806610805067276"
Persistent Systems Ltd,PERSISTENT,"Software Services","9627.40701928","-19.689982561519084","62.0689655172414","39","99","89","76","6.317391304347827",,,,,,,,,,,,,,,,,,,,,,,"1.6466235692717002","0.817022376483958","3.0006132689253118","2.6262015657318196","1.0880302927842544","1220.8214285714284","23.640646919066","35.4146915159166","43.9203907897178","50.01332267519316","-49.986677324806834","58.1718038343396","64.32056653875412"
Granules India Ltd,GRANULES,"Pharmaceuticals","9599.795456939999","-10.113624408206192","100","57","88","72","71","5.933999999999999",,,,,,,,,,,,,,,,,,,,,,,"2.5081644255813997","1.15166551612522","3.152993021918138","3.3125382294714143","0.5034410819625674","358.8571428571429","35.8951249684392","21.5328363337893","60.704952255544896","57.59911894273125","-42.40088105726874","55.4418604651163","48.06122536509155"
Metropolis Healthcare Ltd,METROPOLIS,"Hospitals & Diagnostic Centres","9597.04681544","-11.687864875440203","55.5555555555556","16","75","93","48","6.416666666666666",,,,,,,,,,,,,,,,,,,,,,,"0.8795644469664999",,"-0.13666716562663606","2.0079004806484853","1.2680075598998244","1706.4571428571428",,"36.2972592747706","52.7257672043685","32.76353276353277","-67.23646723646722","59.6769456681351","43.432438849105516"
Fortis Healthcare Ltd,FORTIS,"Hospitals & Diagnostic Centres","9591.74327034","22.689791091840767","100",,"30","13","4","2.79",,,,,,,,,,,,,,,,,,,,,,,"-5.2819920229619","0.557998328020001","-4.75375208516785","-21.17961213416216","1.8988302755499327","141.25","-2.78888957215224","25.078257948268","35.0499891757462","9.144542772861346","-90.85545722713866","31.0861423220974","9.736944460335208"
Wabco India Ltd,WABCOINDIA,"Auto Parts","9533.581908","-27.701946233954946","0","2","62","48","2","7.470289855072464",,,,,,,,,,,,,,,,,,,,,,,"-10.7591486853342","0.376775281110729","-11.729846205864082","-74.82320797171327","0.5492071575265594","5710.796428571428","-6.85552910045398","50.3372187622447","28.159589687834202","2.280297207276454","-97.71970279272355","8.84502923976609","4.37554443334278"
Bharat Heavy Electricals Ltd,BHEL,"Heavy Electrical Equipments","9471.212325600001","6.554717311233905","6.25",,"54","1","33","6.237500000000001","-0.09999999999999787","0.1845018450184397","27.2377434961094","30","63588000","7.2152653548002395","32991000","-0.1377434961093975","-1.322751322751325","-0.11627906976744184",,"0.4748567791215786","-0.02179327521793273","15666000",,"798000","0.04999999999999716","-4.725415070242656",,,"35","-1.2393998695368613","-9.1440501043841","1.64393710603524","-10.159022051132238","-2.9285821572996293","0.4351209992161336","29.392857142857146","-36.9996068108332","59.1404323157414","62.885481306817205","8.03571428571427","-91.96428571428574","33.1428571428572","5.7408104422918385"
Tata Elxsi Ltd,TATAELXSI,"Software Services","9396.5806494","-46.19130553563501","50","20","73","88","50","7.142857142857143",,,,,,,,,,,,,,,,,,,,,,,"12.2687574988141","1.41280817451234","10.90568198144728","10.482541299460442","1.4153617217781533","1294.5321428571426","17.2094968842051","52.7238071287789","52.0414850923299","90.6255766746632","-9.37442332533681","82.0211360634082","85.41915503669459"
Solar Industries India Ltd,SOLARINDS,"Commodity Chemicals","9383.8187035","1.6914191419141869","28.571428571428598","37","43","42","16","5.714545454545455",,,,,,,,,,,,,,,,,,,,,,,"-1.9348249579180001","0.746593819352366","-1.940219631883655","33.86118577207585","1.9632803109399262","1138.3035714285713","-0.168588210401047","29.5155629521172","32.531115096339306","11.478949262324607","-88.5210507376754","53.0999465526456","20.201885384467072"
Oil India Ltd,OIL,"Oil & Gas - Exploration & Production","9380.1049281","33.276397881106526","56.5217391304348","99","8","68","78","4.433333333333334",,,,,,,,,,,,,,,,,,,,,,,"-2.0135368582028","0.957807245111672","-2.503827600187858","0.25297417397443445","1.277876687538869","94.74285714285715","-33.0024399410601","31.2266931285699","56.4785583619267","22.831050228310495","-77.1689497716895","47.8747203579418","12.97681003369822"
Akzo Nobel India Ltd,AKZOINDIA,"Specialty Chemicals","9100.776349759999","8.807422722000922","33.3333333333333","13","55","61","14","4.321052631578947",,,,,,,,,,,,,,,,,,,,,,,"-3.9129138658897","0.281906367284009","-3.256261919570924","-1.504876967344828","0.5345101340852201","1972.6857142857143","1.44536777275899","27.1638631816341","36.629601746805804","10.326329906124332","-89.67367009387567","47.7705310794623","6.877892224036013"
Minda Industries Ltd,MINDAIND,"Auto Parts","8913.82291712","11.615375890243902","73.3333333333333",,"45","78","12","5.647101449275363",,,,,,,,,,,,,,,,,,,,,,,"-1.8290993763242998","1.30505670224598","-1.9826392581490548","-3.5943883416569835","0.3543118558668139","356.24285714285713","5.15742188825605","24.6411465763553","57.1170267781832","16.408668730650184","-83.59133126934981","56.0382916053019","29.49263788873114"
Multi Commodity Exchange of India Ltd,MCX,"Stock Exchanges & Ratings","8879.83601028","5.5138208080749465","60","35","75","82","53","3.9333333333333336",,,,,,,,,,,,,,,,,,,,,,,"1.6268051496284","0.485872164356234","1.5859561743778672","1.5696508116259111","0.3810034154089646","1631.5464285714286","16.1375524382107","21.5279455960785","57.06222332106739","55.08072174738844","-44.91927825261156","62.7518007569283","59.66782928521652"
RBL Bank Ltd,RBLBANK,"Private Banks","8757.8152976","30.155688622754504","61.9047619047619","87","15","2","43","5.997142857142856","0.09999999999999432","-0.11621150493898236","172.2386721077506","170","14630200","8.541634718601442","9521200","-0.13867210775060812","-2.396736359000506","-0.6129482071713148","170","0.5226652102676134","-0.03377308707124016","4976400","160","10103600","-0.19999999999998863","9.873708381171076","240","180","180","-4.997467499577912","-0.0072669137417","1.7504439569696","-1.4163395607195817","-1.7583446949920194","0.6785430764425144","186.22142857142853","-35.4980259351955","25.6578307477195","78.4678504964365","31.842105263157954","-68.15789473684205","55.3449583017437","40.65096627994242"
Motilal Oswal Financial Services Ltd,MOTILALOFS,"Diversified Financials","8664.22098672","32.26166738289643","100","71","15","76","36",,,,,,,,,,,,,,,,,,,,,,,,"-4.3581728345266","1.2602953378926","-4.3796467063497495","-2.047761295232346","0.30875026616106194","634.7571428571429","-30.8867818029684","51.7765982085901","53.1564322544428","22.675159235668733","-77.32484076433127","33.1426056338028","15.169153997551396"
Bombay Burmah Trading Corporation Ltd,BBTC,"Tea & Coffee","8561.709849",,,"76","62","58","77","6.463157894736842",,,,,,,,,,,,,,,,,,,,,,,"-5.3333410479987","1.64725153124664","-5.236368320791252","-1.1041843562099136","0.312850389998795","1364.4535714285716","-9.93795540552181","32.1502237861961","55.689144353975294","7.478148268047881","-92.52185173195213","26.9956002514141","11.052603094998991"
Sundram Fasteners Ltd,SUNDRMFAST,"Auto Parts","8523.85732905","24.578549287042776","75",,"49","59","45","6.10072463768116",,,,,,,,,,,,,,,,,,,,,,,"-1.5633625945630998","1.33462194660002","-2.33613353872526","-0.9020231971377777","0.997301003121786","447.44642857142856","-9.75286856038085","27.2548116509102","48.9626760538126","15.392354124748447","-84.60764587525155","52.9601722282024","17.686709019941716"
Kajaria Ceramics Ltd,KAJARIACER,"Building Products - Ceramics","8474.803118","-17.76170212765957","68","17","40","48","11","6.11590909090909",,,,,,,,,,,,,,,,,,,,,,,"1.3140517069370001","0.898864510870652","2.4958497789787426","3.6445075988930897","0.9890164301714133","492.2642857142858","-9.30811545528907","43.9675607574834","44.322151903685196","45.6440804169769","-54.3559195830231","66.7508842849924","47.47951643482298"
KEC International Ltd,KEC,"Construction & Engineering","8467.20546595","4.447480267152409","84.6153846153846","68","40","33","57","5.486627906976745",,,,,,,,,,,,,,,,,,,,,,,"-1.2443778110945","1.26384850196888","-1.5126571594638927","-2.136579227696257","0.79487266807219","361.50714285714287","2.51380485801135","28.0440150314022","50.684034766589","23.316062176165826","-76.68393782383419","57.1158690176323","38.592223082592874"
Procter & Gamble Health Ltd,PGHL,"Pharmaceuticals","8459.294057930001",,,"6","63",,"21",,,,,,,,,,,,,,,,,,,,,,,,"-0.8350258437214999","0.815569835887271","-0.8689862229921852","-6.411177054512429","0.5693265588522233","4908.3785714285705","56.0626366085318","26.0459223514253","38.8841975103785","31.60007135212264","-68.39992864787736","63.7694419030192","41.31264925962608"
SJVN Ltd,SJVN,"Renewable Energy","8409.761674500001","41.093820754717","100","98","27","44","99","7.075",,,,,,,,,,,,,,,,,,,,,,,"-1.9360751517929","0.379769198883768","-2.127615859622889","-119.90808623187674","0.8766449281892056","22.021428571428572","-15.0638674849556","39.2556767608063","36.905445357309205","51.724137931034385","-48.27586206896562","38.0952380952381","34.48275862068967"
Thermax Limited,THERMAX,"Industrial Machinery","8313.2289652","-2.565031394466291","18.5185185185185","28","20","32","6","3.947058823529412",,,,,,,,,,,,,,,,,,,,,,,"1.2762425443907","0.594600635538525","0.7967500916607584","12.970278668724312","1.0814750556501245","768.0464285714286","-10.9393929593314","22.4258430088378","29.5454709411586","56.37860082304527","-43.62139917695473","53.3968253968254","36.7626886145404"
Mahanagar Gas Ltd,MGL,"Gas Distribution","8108.173907130001","42.20150994353055","75","67","34","87","62","7.541666666666668","1.7999999999999545","0.21272716221965599","821.9890348816691","760","1651800","5.472138805472139","1345200","0.6609651183308642","-3.3201581027668006","0.7349823321554769","700","0.5454950936663693","0.001339883876730674","733800","740","1767600","1.75","1.747088186356072","760","900","900","-2.1329541414859543","-1.9763553857176999","0.738710353016635","-2.6470006210353003","8.506244973434612","1.2436611169656024","852.4392857142857","-14.0545960382093","31.2279246582988","46.5202849113749","43.505807814149975","-56.494192185850025","49.896001848856","31.397395283350974"
J B Chemicals and Pharmaceuticals Ltd,JBCHEPHARM,"Pharmaceuticals","8099.93658657","-29.760053555204895","75","54","83","92","77","6.941333333333334",,,,,,,,,,,,,,,,,,,,,,,"4.7586682525563","0.323529717372707","7.08231893772191","3.158732559434612","0.43461055992308883","911.5821428571427","46.8443352473752","32.5146503366011","49.078220831715605","80.17671917018812","-19.823280829811882","65.9038901601831","83.9211968978111"
EPL Ltd,ESSELPACK,"Packaging","8004.567627875001","0.9688267934997848","100","40","95","86","73","6.273076923076922",,,,,,,,,,,,,,,,,,,,,,,"1.7513257746634","0.949802930853747","-0.4217409660428162","1.210410772500893","0.49860542389291695","274.0142857142857","23.1939104976049","24.9153080185007","52.2575456742737","69.97455470737921","-30.025445292620784","56.1091340450771","70.62873795698232"
TTK Prestige Ltd,TTKPRESTIG,"Home Electronics & Appliances","7877.850598659999","-3.072318112300627","60","14","59","89","7","6.135",,,,,,,,,,,,,,,,,,,,,,,"-5.8474072957367","0.714918641619071","-4.610010184547775","-23.391625648618724","0.665829671479389","5618.192857142858","1.72044692893311","28.1550536818604","43.9622304525838","8.66270430906392","-91.33729569093609","32.3948220064725","6.031019507805575"
Fine Organic Industries Ltd,FINEORG,"Specialty Chemicals","7869.03614028","-1.5809305360567916","33.3333333333333","19","81","92","29","6.772368421052633",,,,,,,,,,,,,,,,,,,,,,,"-1.7803754009886998",,"-1.5682868275341044","1.5221080467668218","0.4377169726510907","2803.5607142857143","51.5888347524963","22.905113738909","52.2979029875124","19.628975265017733","-80.37102473498227","41.7363458459349","16.413840186656504"
Timken India Ltd,TIMKEN,"Industrial Machinery","7791.90865506","-3.5735703472188276","80","44","89","79","24","7.038235294117646",,,,,,,,,,,,,,,,,,,,,,,"-3.0866059963934","0.946588861755489","-2.7854083788740214","-0.8406525706017289","0.5471262411680476","1013.1785714285713","8.84378957431361","25.8497464487314","48.348122959600296","21.324161650902884","-78.67583834909712","46.6029089460052","21.782745772427617"
CESC Ltd,CESC,"Power Generation","7651.855307174999","36.292553191489375","93.3333333333333","97","23","66","87","4.415",,,,,,,,,,,,,,,,,,,,,,,"-6.363168161044","1.54320309642012","-5.00060547357688","-6.771261078342934","0.3479781564769934","620.5964285714286","-12.3526629202732","33.917836583294","45.953216527444","11.09530583214788","-88.90469416785211","21.5706272310046","5.144671470710063"
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","7347.423450515","-14.309317578731285","58.3333333333333","15","90","83","48","6.479999999999999",,,,,,,,,,,,,,,,,,,,,,,"8.674147000266599",,"9.505122390213906","124.56376780373435","0.601972001933448","1847.4642857142856","27.24694821582","24.0963588256515","58.73948848112101","87.29258849557526","-12.707411504424732","65.7625759903801","61.66314629642534"
Apollo Tyres Limited,APOLLOTYRE,"Tires & Rubber","7333.6807436","3.714457348818596","55.00000000000001","76","39","12","87","5.231818181818183","0.45000000000001705","0.19432568985619897","128.3778939779862","120","9170000","3.3668341708542715","4735000","0.2721060220138156","8.737864077669899","-0.3534840793724042","117.5","0.7096092925026399","-0.01865284974093262","3360000","117.5","7005000","0.25","-5.485232067510548","125","125","140","-4.1797283176593485","-0.8469004988592","1.19923069467253","-0.8784015302342518","-6.585891763583948","0.5686777176843035","137.86071428571427","-24.439386982121","25.2798911328161","51.1266437764249","40.67796610169488","-59.32203389830513","61.8343195266272","48.42292815498945"
Bank of Maharashtra Ltd,MAHABANK,"Public Banks","7314.577174615",,,,"49","7","70","5.394285714285712",,,,,,,,,,,,,,,,,,,,,,,"-1.0208610741233999","0.879886050210148","-2.411699629073649","-0.9052598047571551","0.19727658053378097","11.882142857142856","-23.6011989193761","35.3972127373163","45.225841095498694","38.888888888888914","-61.11111111111109","46.8085106382979","32.20611916264088"
Blue Dart Express Ltd,BLUEDART,"Logistics","7277.5946371400005","-38.854735733561505","28.571428571428598",,"81","26","34","4.320833333333334",,,,,,,,,,,,,,,,,,,,,,,"1.8086461501438","0.705883481470511","2.9286530985787484","1.6478947390239151","0.633010457234807","2775.4142857142856","-8.5464426885184","25.3704548120383","47.8011197916075","42.67148014440431","-57.32851985559569","61.840035240073","44.6347760033076"
JM Financial Ltd,JMFINANCIL,"Investment Banking & Brokerage","7270.22445267","34.2072131147541","100","89","26","80","60","5.243333333333333",,,,,,,,,,,,,,,,,,,,,,,"-2.5308779880637","1.56020528255402","-3.054631570074129","-2.643393358483547","0.6308480788418569","75.60357142857141","-29.0533490121774","31.9432698843636","61.8119492446143","18.78453038674021","-81.21546961325978","48.3783783783784","28.66559955938789"
SKF India Ltd,SKFINDIA,"Industrial Machinery","7262.189574885","11.782428664853882","58.3333333333333","43","24","86","22","5.720588235294118",,,,,,,,,,,,,,,,,,,,,,,"-0.1994041654069","0.714412389075715","-1.071175063930585","-2.2069340961977755","0.2947656939668743","1536.9785714285715","-1.35202227013922","28.3753385459254","41.1241022160519","49.10313901345305","-50.89686098654694","63.9724001971416","37.721165222134196"
Aegis Logistics Ltd,AEGISCHEM,"Oil & Gas - Storage & Transportation","7214.52000708","24.526669870254683","100","50","58","19","32","6.733333333333333",,,,,,,,,,,,,,,,,,,,,,,"-5.4529267749833","1.04279505411069","-3.6300362586678125","1.2772259621982167","0.3576699155119557","238.325","-1.36862546924905","22.0852508593905","62.4986065389142","16.51612903225808","-83.48387096774192","39.9203187250996","12.146433554953623"
V Guard Industries Ltd,VGUARD,"Electrical Components & Equipments","7165.01084234","1.917761776177624","47.3684210526316","10","34","39","9","6.437209302325582",,,,,,,,,,,,,,,,,,,,,,,"-0.1270458112249","1.10318112833896","-0.20920631043640503","10.154464545797733","0.4491413186952259","159.12857142857143","-5.39006392805979","26.0798764630828","35.1247690813034","37.31343283582096","-62.68656716417904","57.0909090909092","34.418355100920444"
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,"Diversified Financials","7082.599460859999","39.44144144144144","100","100","24","9","56","5.866666666666668",,,,,,,,,,,,,,,,,,,,,,,"-5.5155575032868","1.38028567914596","-5.7159793364078055","-4.985663822549806","0.4175574274851596","444.32142857142856","-18.3672790756127","30.8828434279771","47.4766812694026","5.081300813008132","-94.91869918699187","42.3092783505155","18.60866055469063"
Welspun India Ltd,WELSPUNIND,"Textiles","7002.9342955","10.095206971677571","75","61","87","65","94","6.354938271604937",,,,,,,,,,,,,,,,,,,,,,,"5.6821197073651994","1.36864148205784","5.826043826768501","1.3940205796166678","1.0080712218860186","61.68571428571428","2.1279793098736","33.4052175562714","71.29622475396799","56.86274509803921","-43.13725490196079","65.2806652806653","57.68859741998684"
NLC India Ltd,NLCINDIA,"Metals - Diversified","6926.249861955",,,"100","46","2","92","6.833333333333334",,,,,,,,,,,,,,,,,,,,,,,"-1.0548209775665","0.945079010890618","-1.6314289951530392","-14.344842906098593","0.5568529888854774","52.578571428571436","-20.0170589942158","19.5157829643772","43.5436566104031","16.50485436893207","-83.49514563106793","54.1237113402062","15.894992864178187"
Narayana Hrudayalaya Ltd,NH,"Hospitals & Diagnostic Centres","6866.70173712","3.162480264102182","100",,"68","75","12","5.645",,,,,,,,,,,,,,,,,,,,,,,"-1.3813603776884","0.749542904018665","-1.8086309899640773","69.18150149979184","0.7999693162734717","305.9","3.55762466929567","28.8716649623458","47.7606671932926","41.76182707993468","-58.23817292006531","57.1760797342193","61.146471848838"
Indiabulls Housing Finance Ltd,IBULHSGFIN,"Home Financing","6861.43765373","42.06336633663366","33.3333333333333",,"47","79","96","6.6","0.3499999999999943","0.33003300330033003","151.35974005282853","140","15028800","7.026022304832713","8822600","0.14025994717147228","-1.509433962264151","-0.980150046889653","140","0.6419536191145467","-0.06443129520052593","5663700",,"393700","0.5","18.71345029239766",,"160","160","-2.5527638190954827","-1.2623911942907","2.37419484901253","-4.92590853746454","-13.074269003336608","0.8640138034952329","173.3142857142857","-58.9745160777669","43.0967358146778","99.91223788951041","38.08139534883724","-61.91860465116277","55.3539019963702","62.79241777900097"
APL Apollo Tubes Ltd,APLAPOLLO,"Building Products - Pipes","6842.141162395","0.5868209572947715","85.7142857142857","56","79","38","70","5.540361445783133",,,,,,,,,,,,,,,,,,,,,,,"-0.8184586313015999","1.33907829234157","0.31128330653771297","2.6796259983063324","0.57497387617806","2607.246428571429","10.2302111163709","28.3687795163253","55.8603815229067","20.90078328981728","-79.09921671018272","54.3149178418942","30.190034585278628"
Avanti Feeds Ltd,AVANTIFEED,"Packaged Foods & Meats","6837.48694155","22.580991160989157","100","64","42","71","49","7.694078947368421",,,,,,,,,,,,,,,,,,,,,,,"-0.0438185910331","1.78347395247756","-0.5894202079911981","1.0847282450364897","0.47729209686911483","470.0464285714286","-16.7063744650488","24.0697746515903","59.2650477141862","27.249022164276504","-72.75097783572349","55.9215136650316","45.73234611234091"
Affle (India) Ltd,AFFLE,"Advertising","6806.127688815","-21.932078789352584","100","4","72",,"46",,,,,,,,,,,,,,,,,,,,,,,,"-5.183061921646201",,"-3.251751326317198","-0.5974726606878781","0.3656155269686035","3028.775",,"27.2863633404609","56.789018851226004","16.570008285004132","-83.42999171499586","32.2947270759239","17.87886947822245"
Eris Lifesciences Ltd,ERIS,"Pharmaceuticals","6693.986192900001","32.02765442067018","85.7142857142857","58","66","72","63","6.962000000000001",,,,,,,,,,,,,,,,,,,,,,,"-5.6265164603244004","0.769105624706198","-4.182668874214945","-5.146558245839621","0.339485963789402","543.7107142857142","-1.05257797559504","31.2038220197101","42.315894654860195","10.79136690647482","-89.20863309352518","25.2118644067797","13.4985029727697"
Strides Pharma Science Ltd,STAR,"Pharmaceuticals","6673.07881312","-4.716738638700391","100","60","68","52","55","4.167999999999999",,,,,,,,,,,,,,,,,,,,,,,"5.399503827465","1.30544084881424","5.641140667249744","4.800232287472799","0.48640490742093084","662.6000000000001","-0.527588178575898","30.9738101108413","64.3273811494154","80.7785888077859","-19.22141119221411","71.7311715481171","78.21665925320809"
Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,"Fertilizers & Agro Chemicals","6627.25789866","23.133020637898685","100","100","76","33","98","4.279629629629629",,,,,,,,,,,,,,,,,,,,,,,"0.4043232698268","1.1112529558678","0.047607977321351136","-3.2647685832683035","0.6372746734594368","155.48214285714283","2.5956331701523","28.4361534334542","43.2792134964043","45.02762430939231","-54.97237569060769","65.3641207815275","62.4242978653821"
Aster DM Healthcare Ltd,ASTERDM,"Hospitals & Diagnostic Centres","6619.554870825001","30.522200846479418","100","42","46","23","76","6.81",,,,,,,,,,,,,,,,,,,,,,,"-1.4295489430954",,"-0.515370238623325","-1.9375790938353177","0.5297306537151253","120.34642857142856","-8.24385474485574","17.3389653339605","54.345340553783096","26.68810289389069","-73.3118971061093","48.7022900763359","15.974983385003119"
Linde India Ltd,LINDEINDIA,"Commodity Chemicals","6566.032328769999",,,,"77","79","59",,,,,,,,,,,,,,,,,,,,,,,,"-0.23228164067940002","1.13310873189856","-0.0516252306998255","0.9294630878484503","0.8328467769152886","712.8607142857142","25.2202417150549","21.3039314147271","49.6873954368708","42.149122807017505","-57.850877192982495","61.5169254263171","46.474205218053335"
PVR Ltd,PVR,"Theatres","6517.864363295","14.939183859853038","60",,"2","18","1","5.321052631578947","-6.350000000000136","-2.2340425531914896","1182.989274967972","1200","1391533","11.685501322433277","1576718","-7.989274967972051","-7.702702702702702","-0.9350904799370574","1150","0.3526071244192049","-0.09039680676215078","555962",,"67155","-26.25","-9.296148738379816",,"1000","1400","-4.60379464285714","-2.087788220863","1.03572983245186","-4.081354034884455","-9.362803640174723","1.0674506395301226","1133.5357142857142","-3.09944375465918","34.7896900300283","63.2219504622109","14.25706837778221","-85.74293162221778","59.5080416272469","38.03183426346343"
Indian Bank,INDIANB,"Public Banks","6493.857777499999","32.63780918727914","33.3333333333333","93","12","4","99",,,,,,,,,,,,,,,,,,,,,,,,"-0.24288688410819997","1.94721681573717","-1.7653035745973766","-2.223413112038861","0.4534848040694849","61.864285714285714","-48.1030529749415","29.6212535937141","52.8455984274416","32.77310924369751","-67.2268907563025","59.0909090909091","44.05929038281982"
Finolex Industries Ltd,FINPIPE,"Building Products - Pipes","6426.8997819900005","7.910573074294643","93.3333333333333","64","41","75","38","5.936363636363637",,,,,,,,,,,,,,,,,,,,,,,"1.3027149675299001","0.85634299511069","1.407941286720682","4.392131576505695","0.3691910319209447","484.26785714285705","-12.0072519993064","26.3561742883791","53.1433612685163","65.02890173410401","-34.971098265895996","61.4101184068891","64.50405571967225"
