Name,Ticker,"Sub-Sector","Market Cap","Percentage Upside","Percentage Buy Reco’s","Price to Intrinsic Value Rank","Price Momentum Rank","Earnings Quality Rank","Value Momentum Rank","Fundamental Score","Basis","Rollover Cost","Fair Value","Highest Put OI Strike","Future Open Interest","Percentage Rollover","Call Open Interest","Fair Value Spread","1D Change in Put OI","1W Change in Future Volume","Highest 1W OI Change PE Strike","Put Call Ratio","1 D Change in Call OI","Put Open Interest","Highest 1D OI Change PE Strike","Future Volume","Calendar Spread","1W Change in Put OI","Highest 1D OI Change CE Strike","Highest 1W OI Change CE Strike","Highest Call OI Strike","1D Change in Future OI","% Price above 1M SMA","Beta","% Price above 1M EMA","1W Change in On Balance Volume","Relative Volume","Super Trend","Alpha","ADX Rating – Trend Strength","Volatility","Stochastic %K","William %R","RSI – 14D","Stochastic %D"
IPCA Laboratories Ltd,IPCALAB,"Pharmaceuticals","26676.089012624998","7.5393714986415254","71.4285714285714","47","92","68","74","5.257333333333333",,,,,,,,,,,,,,,,,,,,,,,"-0.5048392702510001","0.491860483993035","0.07758292119346422","0.34246705289646473","0.5494440088746255","1965.028571428572","50.3780109893862","18.8800579397639","43.512108865279195","31.85475103283325","-68.14524896716675","54.9052396878484","26.817424077698075"
Honeywell Automation India Ltd,HONAUT,"Electronic Equipments","26591.234083419997","7.088559176021936","50","23","69","98","19","7.6875",,,,,,,,,,,,,,,,,,,,,,,"-5.299705913446999","0.636359250854027","-4.679491533849911","-21.247164196694264","0.573593372454263","32263.321428571428","19.416412805739","32.4423203230014","52.4765002140597","3.5055584518056557","-96.49444154819435","18.8416570926539","3.2783808756545025"
Indraprastha Gas Ltd,IGL,"Gas Distribution","26386.530156","16.960352422907484","47.0588235294118","51","47","74","32","7.050000000000001","2.0500000000000114","0.14511873350923785","377.4730665756779","350","5985375","6.579493565794936","4193750","1.5269334243221238","-5.995343422584398","-0.25981361197401864","330","0.5295081967213114","-0.0516169154228856","2220625","340","3603875","0.5500000000000114","-8.134243458475543",,"370","400","-2.6174496644295275","-3.7281555877639","0.643574110422653","-2.7476356446448413","1.1789044693911745","0.8223173936294793","398.82142857142856","5.89901309577787","31.3229684223442","42.1376604185419","28.30396475770919","-71.69603524229082","35.814455231931","23.71512481644638"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","26199.04872155",,,"89","2","29","50",,,,,,,,,,,,,,,,,,,,,,,,"-3.3479533214197","1.29508381301166","-3.394292282980982","28.12618554294219","1.1390271735073803","2522.3999999999996","-9.4667995874822","23.0454406450241","55.2672924056824","4.019664545980492","-95.98033545401951","37.2787125091441","14.47763594820085"
Whirlpool of India Ltd,WHIRLPOOL,"Home Electronics & Appliances","26197.7641767","-14.828977355379925","27.2727272727273","19","53","76","6","6.580000000000002",,,,,,,,,,,,,,,,,,,,,,,"-2.8611482227198","0.881348246252786","-3.064595415771121","-4.673456442907237","0.5401434441759332","2007.9999999999998","12.4626420122619","27.0344361374655","43.1095037417888","12.146512254241944","-87.85348774575806","48.6566396709089","31.170706835542145"
Punjab National Bank,PNB,"Public Banks","25832.177469675","9.397111913357408","4.1666666666667",,"7","2","20","3.202857142857143","0.15000000000000213","-0.18115942028985763","27.488090403242758","30","63252000","13.140311804008908","31108000","0.11190959675724343","-1.084236864053378","-0.9606958762886598","23","0.5337533753375338","-0.02028218694885364","16604000",,"1708000","-0.05000000000000071","2.06540447504302",,"30","30","-2.6293103448275845","-4.7288503253796","1.72226898537693","-5.958494384671731","-888.340096763671","1.1096911096658633","30.58214285714286","-48.5191340886434","42.2204033292309","46.9235217101811","3.278688524590097","-96.7213114754099","39.1891891891892","10.863011117392082"
Hindustan Petroleum Corp Ltd,HINDPETRO,"Oil & Gas - Refining & Marketing","25798.31704125","68.80143249009447","86.4864864864865",,"8","3","97","5.65625","0.29999999999998295","0.38325471698113545","169.53492551071034","170","31924800","4.5030072807850585","11377800","0.06507448928965687","0.2618943692710651","-0.21316991107906758","145","0.5450878025628856","0.01591128254580521","6201900","145","8839800","0.6500000000000057","23.361976369495167","190","165","180","-1.54051128320426","-4.0222228521217","0.865671540585262","-4.6632375867049936","-29.75074677458547","0.847653254063282","181.87857142857143","-29.9891029915834","48.4397614169493","50.8088489160347","26.695842450765937","-73.30415754923406","39.0588235294118","15.574236453288194"
United Breweries Ltd,UBL,"Alcoholic Beverages","25746.451383875","11.554430379746835","76.9230769230769","4","22","20","1","6.000000000000001","-0.6999999999999318","0.611479368994392","975.1012032844311","900","1189300","2.912621359223301","800800","-2.0512032844310397","4.2471042471042395","-0.6981405457618932","980","0.236013986013986","0.05050505050505061","189000","880","875000","5.949999999999932","-1.8181818181818192","1060","1060","1040","0.11785503830288313","0.6912668745121","0.786012849352666","-0.65371716732322","-6.316532567499995","0.9425121217519837","1043.307142857143","2.95148202767248","23.826374382152","36.3812137596355","54.81881264456439","-45.18118735543561","57.6704545454546","58.48960221128812"
GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,"Pharmaceuticals","25703.13050865","-0.9585573122529615","42.8571428571429","26","50","71","30","4.416",,,,,,,,,,,,,,,,,,,,,,,"-3.8520947696110004","0.68475783902096","-3.629015527672863","-25.146977843409623","1.0181620010914922","1657.5499999999997","7.01402578185327","30.4984158941099","36.4643580876628","6.188118811881188","-93.8118811881188","43.4272886006486","11.469174291385277"
SRF Ltd,SRF,"Textiles","25584.283147500002","-1.5277937357814113","85.7142857142857","54","79","27","54","6.0888888888888895","20.050000000000182","0.17333929769626483","4457.126265220887","4200","613750","2.416918429003021","310750","13.873734779112965","7.299270072992692","0.618967687788502","4300","0.3547868061142397","0.006477732793522373","110250","4400","964500","7.75","65.78947368421053","4700","4700","4500","8.580274214949135","5.6862500667818","1.20656647628789","4.5636076601815345","3.0394116753120164","0.9741115095777585","4486.571428571428","31.0696373225523","33.976277868967","45.3498757415646","87.17041433626301","-12.829585663736983","83.5268306060884","82.70128153432522"
NMDC Ltd,NMDC,"Mining - Iron Ore","25428.661417995","38.82650154798762","70","94","24","23","95","6.243373493975905","0.10000000000000853","0.6614552014431716","83.16524254970167","80","35389400","3.852215023638592","14652900","-0.01524254970166794","-1.845637583892612","0.5946717411988582","70","0.5349794238683128","0.07205882352941173","7839000","67.5","11229200","0.5499999999999972","8.534322820037099","90","90","85","-3.630724320379497","1.7551382975465002","0.747719402342002","-0.023775074245258043","6.86457180949283","0.6527136088660451","86.01785714285714","-13.1225304937964","25.827999818458","55.2115959782334","69.3877551020408","-30.612244897959208","63.3451957295374","55.19000477416836"
Bayer CropScience Ltd,BAYERCROP,"Fertilizers & Agro Chemicals","25220.827899019998","10.397533795156166","30","41","98","97","68","4.522222222222222",,,,,,,,,,,,,,,,,,,,,,,"-4.0547032745712","0.714656304070224","-3.0791636761017593","-8.606158911304533","0.5469189083947171","5575.642857142857","11.5428804374624","25.9831089180416","41.4667207230722","6.370000000000073","-93.62999999999992","5.75867305221345","6.677968268646872"
Mphasis Ltd,MPHASIS,"IT Services & Consulting","25023.77489345","-4.446949327818","73.3333333333333","61","97","90","86","5.696739130434782",,,,,,,,,,,,,,,,,,,,,,,"-1.6904909426201","1.00304431536223","-0.47786490690922","5.543077226633248","1.069408724221828","1252.8642857142856","25.6553629017304","36.872433900905","47.0222685476831","31.386659285911993","-68.61334071408801","57.2722485518694","61.35505283771435"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","24858.36675","19.765605095541407","50","85","83","69","73","4.35",,,,,,,,,,,,,,,,,,,,,,,"-5.414131261113099",,"-7.089430558489351","-14.613713180073262","0.3371947052109298","823.9035714285714","-11.1260347289332","48.580042902902","56.991135389476696","3.8331454340473226","-96.16685456595268","42.9319371727748","12.244662963167528"
MRF Ltd,MRF,"Tires & Rubber","24604.18529733","20.92827516715949","57.142857142857096","32","51","27","28","5.750000000000001","272.40000000000146","0.21454735740450526","58093.60063287294","59000","37290","4.18987006099178","2320","191.8993671270582","14.28571428571428","-0.3291139240506329","55000","0.3793103448275862","0.04504504504504503","880","58000","7420","125.05000000000291","-1.1235955056179798","59000","59000","61000","3.4683684794672542","-1.4167546705799001","0.541182977171642","-1.6692093625395032","3.482258461893305","0.7577908408011136","56642.450000000004","-5.79800156700398","27.9457012884428","35.2307015410212","6.205681503807532","-93.79431849619246","53.9526951985841","38.80036359831763"
Trent Ltd,TRENT,"Retail - Apparel","23563.486352385","2.5972014069429634","58.3333333333333",,"52","27","2","5.4",,,,,,,,,,,,,,,,,,,,,,,"-0.3109408310053","0.918939563634942","-1.0038204954340713","-3.607473357005676","1.088884880874177","742.05","23.4651502850836","28.1086090602884","58.92555438283979","39.69788519637465","-60.30211480362535","58.8812853317465","44.70083318309933"
Voltas Ltd,VOLTAS,"Home Electronics & Appliances","23178.476037","-1.6222932778108181","75.6756756756757","18","18","87","7","5.883139534883721","2.2000000000000455","-0.48384801480006984","701.4720337876704","670","2322000","1.6491067338524967","1779000","1.2279662123296475","58.13397129186604","3.4023668639053257","620","0.371557054525014","0.4937027707808563","661000","700","10416000","-3.400000000000091","55.52941176470587","720","720","720","8.302238805970141","3.6629806251596","1.27782299330869","3.8071032724520615","14.713573878895883","0.9088176605032048","638.8142857142858","5.91848762738643","23.4691591064391","41.2624966737515","92.46073298429314","-7.539267015706853","62.4591503267974","67.86352707121176"
Vodafone Idea Ltd,IDEA,"Telecom Services","23131.9883382","-26.364999999999995","6.25",,"62","4","85","4.2","0.049999999999998934","0","8.061170409694142","9","324380000","2.5363825363825363","244720000","0.03882959030585731","-1.134751773049647","0.2857142857142858",,"0.3987414187643021","-0.0124293785310734","97580000",,"2520000","0","-5.937921727395413",,,"10","-0.7708779443254765","-13.137307796061501","1.21326064040544","-12.034767654879508","-3.902319866147218","0.4071543830585278","9.367857142857144","-22.9786275404935","28.5213094366734","129.418623139146","5.263157894736855","-94.73684210526314","15.3846153846153","5.538355693154468"
Page Industries Ltd,PAGEIND,"Apparel & Accessories","23016.52092333","-6.4812717003670315","31.578947368421","6","61","95","18","6.789795918367346","7.200000000000728","0.27782285704596327","20664.084339220248","20000","89970","2.327064073956009","6390","-21.43433922024633","5.35714285714286","-0.07478005865102644","20000","0.2769953051643192","0.01428571428571423","1770","20000","18930","57.349999999998545","22.91666666666667","20500","21500","23000","-2.089454782892586","1.7755964852058","0.928010113966884","1.5682269958952055","-542.103098949572","0.9484470489744663","18807.25","3.48204997620405","22.7540565083137","37.2224140720772","35.557122984384534","-64.44287701561547","58.8803950429704","42.856139182529404"
Pfizer Ltd,PFIZER,"Pharmaceuticals","22755.15063546","-0.065202600696471","57.142857142857096","30","78","72","25","6.519333333333332",,,,,,,,,,,,,,,,,,,,,,,"0.6138617766745","0.68163897470506","0.6825377826604972","-1.4216359937278653","0.5048537094188867","4757.1107142857145","37.2194865432188","19.4173090282718","33.6681044750052","39.34115212142129","-60.658847878578705","56.4289923394225","44.24148096491833"
Container Corporation of India Ltd,CONCOR,"Logistics","22595.68089558","23.82157027102542","54.838709677419395","43","12","93","24",,"0.44999999999998863","0.44438459466737873","371.3646020416239","350","6541155","1.8037011009604123","1433271","-0.06460204162391392","-2.68656716417911","-0.6064016004001","340","0.7110141766630316","-0.1009803921568627","1019076","330","2460162","1.6499999999999773","-1.510574018126887","450","450","400","-0.04776689754000252","0.5163371234195","1.08403494672879","0.12117404243194851","13.378607844456267","0.6654832472076176","391.85357142857146","-16.1803764577545","25.6369867991442","52.770305410639494","51.495448634590424","-48.504551365409576","47.2116603295311","35.06718682271348"
Power Finance Corporation Ltd,PFC,"Specialized Finance","22453.89237504","71.46399055489964","100","100","5","6","84","5.190909090909091","0.15000000000000568","0.410798122065721","85.16801780676855","85","42129000","3.2138794084186575","13150200","0.03198219323145679","1.526717557251911","-0.2857935627081021","75","0.6897689768976898","-0.01164958061509791","9070600","87.5","7979400","0.3499999999999943","8.210059171597628","100","90","90","-0.05883218120311673","-1.9963702359347","0.83111541771206","-2.6005689313256974","-1.9231656101062415","0.556763590046282","92.37142857142858","-15.0359960091665","26.2915632819136","52.90998428685641","22.302158273381245","-77.69784172661875","49.079754601227","32.181173828444265"
AU Small Finance Bank Ltd,AUBANK,"Consumer Finance","22432.25537622","9.964167585446521","55.5555555555556","38","23","42","19","6.166666666666667",,,,,,,,,,,,,,,,,,,,,,,"4.9145544213786",,"3.2764495304516528","-3.2206400747254347","0.7604806878193885","651.9464285714286","6.89955431803651","31.9644412365343","62.213888966335595","62.34727878563492","-37.65272121436508","71.2517580872011","66.71423911776468"
Bharat Electronics Ltd,BEL,"Electronic Equipments","22172.9957813","35.42466063348415","69.5652173913044","73","65","98","92","5.6000000000000005","0.10000000000000853","0.6037321624588332","91.12627419654247","90","31547600","3.7809349220898256","11970000","-0.02627419654245955","-2.8714107365792723","0.4482758620689655","88","0.4939682539682539","-0.03846153846153844","5912800","87","11810400","0.5499999999999972","22.519685039370067","100","92.5","100","-0.954426151276544","-3.3842070338421","0.684866273203102","-4.208214904290686","1.8411034066943908","0.44052059083736417","98.43214285714286","-18.454618703943","34.3160093029029","56.399257486945","28.448275862068957","-71.55172413793105","43.7158469945355","17.6469628276117"
Ashok Leyland Ltd,ASHOKLEY,"Trucks & Buses","22016.454569999998","7.57705597788528","70",,"43","7","27","5.696874999999999","0.3500000000000085","0.3317850033178311","75.10407214000753","70","38412000","4.5760697305863705","43614000","0.24592785999247724","3.105345911949686","1.0845125786163523","70","0.5412711514651258","-0.04512315270935963","23607000","72.5","47727000","0.2499999999999858","13.549783549783559","87.5","74","80","-10.72997280903577","0.2539767410774","1.39727149426724","1.4673255849594558","-4.367801669805986","0.7308863397125","80.49285714285715","-18.7754698023132","21.6991584870178","72.8304593521379","41.095890410958916","-58.90410958904108","45.5479452054795","42.3822118157262"
Syngene International Ltd,SYNGENE,"Labs & Life Sciences Services","22008.43153671","-12.041689225771522","71.4285714285714","10","99","73","37","5.966666666666667",,,,,,,,,,,,,,,,,,,,,,,"-1.2418187238321001","0.722888992164901","0.8463153574953308","2.1260307161113143","0.7011335779423769","511.5714285714286","26.644856219446","35.1076602751086","38.208909568093105","23.36538461538457","-76.63461538461543","39.7722095671982","20.995520543713326"
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","22008.41055605","-23.117313563017884","17.948717948718","20","61","27","29","4.725","2.3000000000000114","-0.5369992482010525","463.8928189181132","450","5278000","2.7331995987963893","2364600","1.6571810818867903","-3.7102473498233257","-0.010474860335195513","390","0.3226761397276495","-0.05165637282425606","763000","400","1983800","-2.5","-1.6245487364620952","510","470","520","-2.784940691077875","0.1567482838766","1.02183356913784","0.3778203788917134","-4.6909350195495625","0.9461410436499693","430.6285714285714","-15.6182298833944","21.1257926088885","44.315880542707696","31.57894736842109","-68.4210526315789","59.7139451728248","44.50830952432421"
MindTree Ltd,MINDTREE,"IT Services & Consulting","21891.32193639","-24.65434958065761","45.7142857142857","62","100","98","93","5.798913043478261","-4.100000000000136","-1.6376740500358513","1323.4863621970294","1400","1255200","3.7745879851143007","1368800","1.563637802970561","-12.45791245791246","-0.9126589275843007","1540","0.4558737580362361","-0.162506118453255","624000",,"252800","-21.700000000000045","30",,"1700","1600","-13.02660753880266","-3.2599676841783","0.663641093981523","-3.7380411479445375","-15.597833861114083","1.8315254435079948","1686.167857142857","32.9543091879405","50.4662122239409","50.548193934524996","19.694989106753866","-80.30501089324613","55.2232336367577","52.752103287156956"
Godrej Properties Ltd,GODREJPROP,"Real Estate","21811.2860285","13.883353942177468","62.5","9","28","7","15","3.4512195121951224","8.5","-0.03433476394849265","866.4506455885536",,"917150","3.6532951289398286",,"7.299354411446416",,"-0.09663608562691128",,,,,,"960050","-0.2999999999999545",,,,,"5.298507462686564","-1.5068512642468","1.37364707953828","-1.9341050772282764","-12.846964177425143","1.1615386359665947","831.6714285714286","7.94304179144374","21.7091820363751","59.0842816396544","27.76998597475459","-72.23001402524541","52.4096385542169","23.587933629660096"
Bharat Forge Ltd,BHARATFORG,"Iron & Steel","21067.885598","2.769693223957752","36.6666666666667",,"55","51","23","4.765942028985507","1","0.13230429988975143","453.1279019113788","450","6939000","1.8338488731771982","1486500","0.37209808862121463","5.1063829787234125","0.30333543108873506","440","0.4984863773965691","-0.05887939221272553","741000","420","3106500","0.6000000000000227","4.883227176220806","470","470","500","4.283137962128047","-0.5625631784819","1.50142057564925","-1.2036803162478016","-1.5073178004224757","0.6991315440455","491.48214285714283","-14.8895084728889","27.0129019275724","61.0417103420826","33.42036553524806","-66.57963446475193","55.4441260744986","32.710971939210644"
3M India Ltd,3MINDIA,"Stationery","21061.0622213","10.420264208843664","100","2","28","63","10","8.05",,,,,,,,,,,,,,,,,,,,,,,"0.3155131854625","0.68606360774277","-1.0642970707344102","-2.5672628634398573","0.7435014967585535","17992.992857142857","6.7940350083487","30.2671378032814","37.671921202798295","41.097968895479234","-58.902031104520766","58.2751879192369","49.43805181998471"
General Insurance Corporation of India,GICRE,"Insurance","20894.904000000002","35.00752508361204","80","90","6","79","60",,,,,,,,,,,,,,,,,,,,,,,,"-3.1923756883623997",,"-4.7175550480797686","-1.1107046801597822","0.41258816180057817","129.89999999999998","-39.7513464878651","43.5926759447248","53.1510382052264","5.286343612334754","-94.71365638766525","38.0246913580247","12.594018541633025"
Coromandel International Ltd,COROMANDEL,"Fertilizers & Agro Chemicals","20653.596103559998","28.60849985927386","85.7142857142857","70","98","85","82","5.151851851851852",,,,,,,,,,,,,,,,,,,,,,,"-7.311216013948001","0.662900238222086","-5.5867845314785285","4.194974885341482","0.7353533125204009","773.3571428571428","13.8862121662477","43.8742097567961","39.4968680741207","3.076216712580367","-96.92378328741962","27.3597447487371","7.105617614388023"
Adani Gas Ltd,ADANIGAS,"Gas Distribution","20307.993182595","1.403141361256556","100","9","61","42","14","5.750000000000001",,,,,,,,,,,,,,,,,,,,,,,"-2.5349361977277",,"-2.525535455627659","-1.4083346678455344","0.5461867692597895","203.325",,"27.0221433619256","58.8833095409982","19.088937093275504","-80.9110629067245","50.8333333333333","25.966505362453702"
Gujarat Gas Ltd,GUJGASLTD,"Gas Distribution","20087.223847499998","24.144716561054974","75.86206896551721","67","77","83","88","2.091666666666667",,,,,,,,,,,,,,,,,,,,,,,"-3.52602780487","1.02828417041744","-2.9019333808842696","-2.929331515148639","0.7194465027630325","315.9142857142857","14.7897185869936","21.8007347070239","43.2993550752531","30.252100840336176","-69.74789915966383","45.6505003849115","34.50046685340803"
NHPC Ltd,NHPC,"Renewable Energy","19939.394087925","38.081772151898726","85.7142857142857",,"27","27","86","7.2250000000000005",,,,,,,,,,,,,,,,,,,,,,,"-1.8662711654925002","0.55037546072448","-2.0976664071960083","-9.621084581647176","0.9398987158420761","21.057142857142853","-11.25275033895","16.3639123476889","45.097029571892","13.043478260869726","-86.95652173913028","41.6666666666667","8.827404479578503"
Sanofi India Ltd,SANOFI,"Pharmaceuticals","19938.41553717","-3.576411525790072","77.7777777777778","41","80","93","31","6.549333333333332",,,,,,,,,,,,,,,,,,,,,,,"1.1765963930488","0.450702306462301","1.0779794483291916","-2.387803584943077","0.6187092020767684","8238.942857142856","23.6338602482848","17.4876823068457","29.204386337211503","66.43773487106391","-33.56226512893608","59.7517259691981","58.390015078691"
Jindal Steel And Power Ltd,JINDALSTEL,"Iron & Steel","19757.70935827","40.47293603061783","90.4761904761905","82","64","69","100","4.1891566265060245","0.8999999999999773","-0.3083247687564205","193.96878364692614","190","24330000","7.94479671764267","5465000","0.631216353073853","-7.6479076479076475","-0.990301724137931",,"0.585544373284538","-0.04122807017543861","3200000",,"270000","-0.5999999999999943","-17.94871794871795",,,"200","-1.0774547672291135","3.7548877818844","2.00912261564763","1.089831321868573","-0.8006488836483212","0.7242589860025122","203.39285714285714","7.7262104061055","32.6098568360333","75.60420693071521","67.10775047258974","-32.89224952741025","64.4534412955466","60.74719109904799"
Varun Beverages Ltd,VBL,"Soft Drinks","19710.222358","21.176690324990663","72.72727272727269","30","48","51","52",,,,,,,,,,,,,,,,,,,,,,,,"-0.7118498643923","1.01766870163911","-1.2645855086059865","16.033613335166006","1.5218781744808287","721.0642857142857","24.1516069984235","38.4588343167549","45.593900159178006","39.784946236559136","-60.215053763440864","45.8319712324289","27.694145758661907"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","19446.133592275","4.721238938053093","89.2857142857143","70","33","11","75","3.5999999999999996","-0.5999999999999943","-0.7606169448552763","237.57921486955715","240","5310000","6.1571125265392785","1742500","-0.9292148695571427","14.883720930232561","0.07921190188982719","210","0.3543758967001435","0","617500","235","6710000","-1.8000000000000114","18.18181818181819","230","230","260","-3.322712790168414","-3.1108660806354003","1.40800253072097","-2.644081842435042","-3.7326194962834633","0.6677254703881791","222.9142857142857","-0.547818468608099","23.5529665538501","81.9145789007532","13.322884012539193","-86.67711598746081","49.0931832395247","34.66121744927096"
Alembic Pharmaceuticals Ltd,APLLTD,"Pharmaceuticals","18894.6302945","4.610704878305757","50","60","83","19","76","6.259333333333332",,,,,,,,,,,,,,,,,,,,,,,"0.9636845836725","0.626675448162511","0.6186012733769175","-0.9207682894330462","0.5995057579870625","1001.4321428571429","22.9515711561032","16.8554599894504","52.3600470258984","43.58712314767498","-56.41287685232502","51.1680911680912","43.80675227367481"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","18620.88334158","37.99913258983891","39.3939393939394",,"11","18","39","4.22","0.25","0.24660912453759384","40.355921429897386","45","46239800","6.165186798458704","24952600","0.19407857010261864","-0.2083333333333326","-0.4716038164470695","42","0.472231350640815","0.02978003384094752","11783400","40","19073200","0.09999999999999432","7.88288288288288","39","39","45","1.0754615522495126","-3.8931616288082","1.26949690329432","-5.078937990721755","-17.781732681501584","0.8390878857574439","45.34999999999999","-40.6247565867341","30.8673855763846","53.1931060254755","6.249999999999905","-93.7500000000001","45.7627118644068","20.81611570247931"
REC Ltd,RECLTD,"Specialized Finance","18564.229199999998","64.35955056179773","100","100","9","4","93","4.013636363636364","0","0.5319148936170213","94.13043708214278","90","24534000","3.198031980319803","11370000","-0.13043708214277672","1.2631578947368332","-0.18264322178105497","87.5","0.5076517150395778","0.02487831260140627","5772000","85","8646000","0.5","20.70263488080302","100","95","100","4.258031616522184","-4.9328714823898","1.08844116973038","-5.132050449031866","-3.8978697506286695","0.895942587239495","103.72857142857143","-16.4952792129468","42.2290827596443","47.801477659243304","18.06722689075634","-81.93277310924366","40.8014571948998","20.588235294117702"
Ramco Cements Ltd,RAMCOCEM,"Cement","18400.596580695","-1.2144549763033354","40.7407407407407","29","26","6","41","5.162162162162163","2.6499999999999773","-0.38314176245210724","781.4328359260651","760","1570800","2.2592791823561056","213350","1.5671640739349186","12.12121212121211","0.5710843373493977","740","0.1474103585657371","0.008032128514056325","31450","700","1108400","-3","131.25","790","780","800","1.8181818181818077","4.5964955784239","0.957097788592704","4.027758702380635","20.506272443268962","1.0171426643724184","720.9285714285713","1.64659292521003","26.8885879887372","43.0077639769068","79.94490358126728","-20.055096418732706","76.0837619397502","72.84845168284534"
L&T Technology Services Ltd,LTTS,"Construction & Engineering","18121.228162135","-10.459154038588732","52.1739130434783","46","37","85","17","6.666666666666666",,,,,,,,,,,,,,,,,,,,,,,"4.5960330443442","0.911431908354272","4.208845707769138","17.9282330472029","2.1649639754421472","1539.814285714286","27.5492900932004","27.7647778250273","46.9720705522076","51.894904458598745","-48.10509554140126","65.4537235845858","60.19447634958757"
Supreme Industries Ltd,SUPREMEIND,"Plastic Products","17894.910311249998","-13.198000212743338","50","24","63","65","51","5.21909090909091",,,,,,,,,,,,,,,,,,,,,,,"1.3053741287468","1.1713147257776","1.986073319965742","9.545089813381278","1.2708833650592304","1269.4642857142856","5.64907025776068","18.1049609754062","41.4388087277591","70.41444398851048","-29.585556011489523","55.5379746835443","70.61961427985229"
Atul Ltd,ATUL,"Diversified Chemicals","17778.946142869998","-8.83743076961632","66.6666666666667","41","90","90","62","6.894444444444444",,,,,,,,,,,,,,,,,,,,,,,"-1.3863964755825","0.905977958152657","-1.032451407450119","1.7660048376089157","0.4335459163722966","6391.296428571429","28.9525129031364","27.1725459313336","45.2825052316426","26.698891100369543","-73.30110889963045","45.1359084406294","24.493018733401694"
Bata India Ltd,BATAINDIA,"Footwear","17639.762227299998","-6.553994225216549","36.363636363636395","5","49","61","3","6.325000000000001","3.5499999999999545","0.07267441860465117","1374.3544507807112","1200","1429450","3.3090909090909086","1186350","1.645549219288796","-1.515151515151514","0.2039344262295082","1200","0.3314789058878072","-0.0481023830538394","393250","1320","1009800","1","1.9971469329529201","1260","1260","1400","-1.9984917043740613","2.1835312862378","0.906740042424792","2.0334014753265572","9.89326770122875","0.7123561393949318","1277.182142857143","15.1658951549944","18.668693143178","40.944640867043205","66.49214659685863","-33.50785340314136","67.3148840688107","62.19865449556942"
Crompton Greaves Consumer Electricals Ltd,CROMPTON,"Home Electronics & Appliances","17631.220243174997","3.692811387900357","91.1764705882353","23","55","79","27","7.16",,,,,,,,,,,,,,,,,,,,,,,"2.1257267441861","0.841559824909915","2.293311368108686","30.784893460181863","0.9469911328137651","257.2214285714286","8.53162297022947","27.0434537551362","39.4830145738929","55.7870370370371","-44.2129629629629","64.936990363232","55.22165015551997"
Laurus Labs Ltd,LAURUSLABS,"Pharmaceuticals","17478.79678695","-25.554069031032295","71.4285714285714","45","91","53","63","4.487333333333334",,,,,,,,,,,,,,,,,,,,,,,"8.0126793172778","1.71744535812628","8.21361914582177","-0.4491766095202513","0.5662717825119022","278.7178571428572","37.7484710125409","31.7418895917439","54.7016887888408","77.04149933065598","-22.958500669344016","71.5681380589032","75.45415779175457"
IDFC First Bank Ltd,IDFCFIRSTB,"Private Banks","17414.1182454","-14.567387687188024","30",,"26","58","6","5.234285714285715","-0.09999999999999787","-0.3267973856209197","30.742600195976415","30","133152000","17.725173210161664","39596000","-0.1426001959764136","0.68359375","-0.14661654135338342","30","0.494721689059501","-0.003347680535628839","19589000","27","47443000","-0.10000000000000142","5.419222903885479","39","38","35","0.0999857163262341","1.3619479983491","1.35802927428558","-0.03789410904503354","-13.541487901759645","0.7321617717344829","28.660714285714285","-22.0272593177246","26.4971449875037","60.866811669920395","48.27586206896543","-51.72413793103456","59.5744680851064","62.50628424105699"
Aarti Industries Ltd,AARTIIND,"Specialty Chemicals","17401.66809075","11.248719524687559","76.1904761904762","33","86","40","35","5.139473684210527",,,,,,,,,,,,,,,,,,,,,,,"-1.2617243978695","1.22000227254787","-1.2753803626233795","2.1102757019296092","0.4821819069449097","1036.5857142857144","28.2849794892342","31.8482306666639","44.094914187197396","45.97864768683267","-54.02135231316733","47.1849865951743","20.484366747192357"
Astral Poly Technik Ltd,ASTRAL,"Building Products - Pipes","17307.63704292","-9.731639451339007","30","6","50","63","16","6.604545454545455",,,,,,,,,,,,,,,,,,,,,,,"0.2747582498402","0.760078218418737","-0.600228604687647","0.8440713485019562","0.7026095577914001","1069.1035714285715","22.8604595937512","21.0194663548833","52.4221232708178","32.285045165607215","-67.71495483439278","57.6516942474389","38.51660173713608"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","17302.763647005","29.142911153119087","88.235294117647","88","28","39","91","3.455","0.4000000000000057","0.1833180568285872","54.225140085085435","55","70902000","1.8681113394358302","17968500","0.324859914914569","9.764309764309775","1.4225181598062955","40","0.4898572501878287","0.007570022710068125","8802000","52","27013500","0.09999999999999432","14.185639229422058","52","52","60","0.2672775868652222","0.7957559681697001","1.0230749130771","-0.26237813011528166","-0.8322489005977849","0.6168282934712482","58.639285714285705","-16.8960688427422","30.1221061145834","50.35306279538499","40.86021505376342","-59.139784946236574","54.0856031128405","39.27518916766229"
